MDS_Building_ID,Building_Name,Building_TYPE_NM,Building_State_Code,County - State,Parent_Building_ID,Parent_Building_Name,Building_Enrollment,ORGN_ID,ORGN_NM,Learners # Reading,Learners # Registered,Learners # RWF,DateAddedToAcct,IsOrgnActive,ACCT_ID,EXPIRE_DT,Acct_nm,MBR_STS_TYPE_NM,GRANT_IND,ACCT_ENTL_TYPE_NM,Seats_Purchased,TEST_ACCT_IND,Is Cust,LOWGRADE,HIGHGRADE,PK,K-2 Grade,3-5 Grade,6-8 Grade,9-12 Grade,ZIPMETRO,Sch EASI 1-8,Dis EASI 1-8,PRI Rank,County Rating 1-8,ESP,Reading 3 Ptile,Reading 4 Ptile,Reading 5 Ptile,Reading 6 Ptile,Reading 7 Ptile,Reading 8 Ptile,Health,Dist Health,Marketing Eng Score,Score,Ptile Rank
86873,Hazel Strauch Elementary School,Public Schools,CA,"SACRAMENTO, CA",3177,Twin Rivers Unified School District,621,21271,HAZEL STRAUCH ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,5,1,1,1,0,0,U,3,3,7,8,6,1,1,1,,,,,,7,,
88678,Theodore Judah Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,437,21267,THEODORE JUDAH ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,5,1,1,1,0,0,U,7,7,6,8,3,2,2,2,,,,,,8,,
99390,Natomas Park Elementary School,Public Schools,CA,"SACRAMENTO, CA",1940,Natomas Unified School District,783,60912,NATOMAS PARK ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,5,1,1,1,0,0,U,5,4,,8,,1,-1,-1,,,,,,,,
6428,Russell Ranch Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,668,126140,RUSSELL RANCH ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,7,7,6,8,3,2,2,2,,,,,,8,,
22325,H Allen Hight Elementary School,Public Schools,CA,"SACRAMENTO, CA",1940,Natomas Unified School District,639,101293,H ALLEN HIGHT ELEMENTARY SCH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,6,4,,8,,-1,-1,-1,,,,,,,,
25263,Aspire Alexander Twilight Cpa,State Operated Schools,CA,"SACRAMENTO, CA",19817,California Dept Of Education,397,65659,ASPIRE ALEXANDER TWILIGHT PREP,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,5,5,8,8,8,,,,,,,,,7,,
26664,Fortune School,County Operated Schools,CA,"SACRAMENTO, CA",3179,Sacramento County Office Of Ed,271,,,,,,,,,,,,,,,,0,K,5,0,1,1,0,0,U,4,4,,8,,,,,,,,,,,,
26665,William Lee College Prep Acad,County Operated Schools,CA,"SACRAMENTO, CA",3179,Sacramento County Office Of Ed,286,,,,,,,,,,,,,,,,0,K,5,0,1,1,0,0,U,2,4,,8,,,,,,,,,,,,
28804,Riverview Stem Academy,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,294,,,,,,,,,,,,,,,,0,K,5,0,1,1,0,0,U,7,7,6,8,3,2,2,2,,,,,,8,,
29131,New Joseph Bonnheim Community Cs,Public Schools,CA,"SACRAMENTO, CA",35281,Sacramento City Usd-Area 3,250,,,,,,,,,,,,,,,,0,K,5,0,1,1,0,0,U,1,3,,8,,-2,-2,-2,-2,,,,,,,
32003,Np3 Elementary Charter School,Public Schools,CA,"SACRAMENTO, CA",1940,Natomas Unified School District,275,,,,,,,,,,,,,,,,0,K,5,0,1,1,0,0,U,5,4,,8,,1,1,1,,,,,,,,
42126,Paso Verde School,Public Schools,CA,"SACRAMENTO, CA",1940,Natomas Unified School District,401,,,,,,,,,,,,,,,,0,K,5,0,1,1,0,0,U,4,4,,8,,,,,,,,,,,,
68323,Trajan Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,478,73817,TRAJAN ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,6,5,8,8,4,1,1,1,,,,,,8,,
75508,Creative Connections Arts Acad,Public Schools,CA,"SACRAMENTO, CA",3177,Twin Rivers Unified School District,335,62437,CREATIVE CONNECTIONS ARTS ACAD,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,3,3,7,8,6,1,1,1,1,1,-1,,,7,,
78735,Two Rivers Elementary School,Public Schools,CA,"SACRAMENTO, CA",1940,Natomas Unified School District,698,98619,TWO RIVERS ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,3,4,,8,,-1,1,-1,,,,,,,,
81046,Aspire Capitol Heights Academy,Public Schools,CA,"SACRAMENTO, CA",1942,Sacramento City Unif School District,292,100433,CAPITOL HEIGHTS ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,3,3,,8,,-1,-2,-2,,,,,,,,
81358,Empire Oaks Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,521,79084,EMPIRE OAKS ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,7,7,6,8,3,2,2,2,,,,,,8,,
82884,Barrett Ranch Elementary School,Public Schools,CA,"SACRAMENTO, CA",138599,Dry Creek Joint Elementary School District,566,125868,BARRETT RANCH ELEMENTARY SCH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,4,4,,8,,-1,1,1,,,,,,,,
83369,Navigator Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,380,125832,NAVIGATOR ELEMENTARY SCHOOL,,,,8/30/19 10:10,TRUE,354049,8/1/20 0:00,FOLSOM-CORDOVA UNIFIED SCHOOL DISTRICT,Enrolled,FALSE,Site License,,FALSE,1,K,5,0,1,1,0,0,U,7,7,6,8,3,1,1,1,,,,,,8,12,7
88149,Blanche Sprentz Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,388,21263,BLANCHE SPRENTZ ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,7,7,6,8,3,1,1,2,,,,,,8,,
88150,Williamson Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,554,70335,WILLIAMSON ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,6,7,6,8,3,-1,-1,-1,,,,,,8,,
88423,Greer Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,475,27101,GREER ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,1,5,8,8,4,-2,-2,-2,,,,,,8,,
88431,Whitney Avenue Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,383,70383,WHITNEY AVENUE ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,2,5,8,8,4,-2,-1,-1,,,,,,8,,
88676,Elverta Elementary School,Public Schools,CA,"SACRAMENTO, CA",1939,Elverta Joint Elementary School District,154,27069,ELVERTA ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,4,4,,8,,-1,-2,-1,,,,,,,,
88913,Albert Schweitzer Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,375,20664,ALBERT SCHWEITZER ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,6,5,8,8,4,1,1,1,,,,,,8,,
88916,Dyer-Kelly Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,445,21293,DYER-KELLY ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,1,5,8,8,4,-2,-2,-2,,,,,,8,,
88920,Mariposa Avenue Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,396,20672,MARIPOSA AVENUE ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,2,5,8,8,4,-1,-2,-2,,,,,,8,,
89036,Cameron Ranch Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,388,27095,CAMERON RANCH ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,6,5,8,8,4,-2,-2,-1,,,,,,8,,
89037,Carmichael Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,379,70369,CARMICHAEL ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,7,5,8,8,4,1,-2,-2,,,,,,8,,
89039,Charles Peck Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,317,27096,CHARLES PECK ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,6,5,8,8,4,-2,-1,-2,,,,,,8,,
89040,Cottage Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,357,27097,COTTAGE ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,2,5,8,8,4,-2,-1,-1,,,,,,8,,
89044,Howe Avenue Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,726,27102,HOWE AVENUE ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,2,5,8,8,4,-2,-2,-2,,,,,,8,,
89046,Skycrest Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,510,70378,SKYCREST ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,3,5,8,8,4,-1,-1,-1,,,,,,8,,
89051,Thomas Kelly Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,474,70382,THOMAS KELLY ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,7,5,8,8,4,-1,-1,-1,,,,,,8,,
89596,Peter J Shields Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,398,20633,PETER J SHIELDS ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,7,7,6,8,3,-1,1,-1,,,,,,8,,
89730,Cordova Meadows Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,320,27070,CORDOVA MEADOWS ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,5,7,6,8,3,-1,-1,-2,,,,,,8,,
89732,Cordova Villa Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,474,20632,CORDOVA VILLA ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,6,7,6,8,3,-1,-1,-1,,,,,,8,,
89855,Arlington Heights Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,325,70367,ARLINGTON HEIGHTS ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,4,5,8,8,4,-1,-1,-2,,,,,,8,,
89926,Cambridge Heights Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,381,70368,CAMBRIDGE HEIGHTS ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,4,5,8,8,4,2,1,1,,,,,,8,,
89928,Coyle Avenue Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,372,27098,COYLE AVENUE ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,6,5,8,8,4,-2,-1,-2,,,,,,8,,
89929,Grand Oaks Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,311,21295,GRAND OAKS ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,2,5,8,8,4,-1,-2,-1,,,,,,8,,
89932,Mariemont Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,619,20671,MARIEMONT ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,7,5,8,8,4,2,2,1,,,,,,8,,
89933,Oakview Community Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,387,70377,OAKVIEW ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,6,5,8,8,4,1,1,-1,,,,,,8,,
89934,Pasadena Avenue Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,333,20676,PASADENA AVENUE ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,2,5,8,8,4,-1,-1,-1,,,,,,8,,
91531,Ottomon Elementary School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,318,74096,OTTOMON ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,6,5,8,8,4,-1,-2,-1,,,,,,8,,
93499,Jefferson Elementary School,Public Schools,CA,"SACRAMENTO, CA",1940,Natomas Unified School District,476,53167,JEFFERSON ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,2,4,,8,,-2,-1,-2,-2,,,,,,,
95323,Olive Grove Elementary School,Public Schools,CA,"SACRAMENTO, CA",138599,Dry Creek Joint Elementary School District,519,60607,OLIVE GROVE ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,3,4,,8,,1,1,1,,,,,,,,
96157,Antelope Meadows Elementary School,Public Schools,CA,"SACRAMENTO, CA",138599,Dry Creek Joint Elementary School District,858,95366,ANTELOPE MEADOWS ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,3,4,,8,,1,1,-1,,,,,,,,
99097,Gold Ridge Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,618,77970,GOLD RIDGE ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,7,7,6,8,3,2,2,2,,,,,,8,,
105317,Mather Heights Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,455,98582,MATHER HEIGHTS ELEMENTARY SCH,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,S,7,7,6,8,3,2,2,1,,,,,,8,,
106996,Sandra Gallardo Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,552,79702,SANDRA GALLARDO ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,7,7,6,8,3,2,2,2,,,,,,8,,
108507,Regency Park Elementary School,Public Schools,CA,"SACRAMENTO, CA",3177,Twin Rivers Unified School District,723,62334,REGENCY PARK ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,6,3,7,8,6,1,1,1,,,,,,7,,
108509,Witter Ranch Elementary School,Public Schools,CA,"SACRAMENTO, CA",1940,Natomas Unified School District,737,80080,WITTER RANCH ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,4,4,,8,,-1,-1,-1,,,,,,,,
111583,Oak Chan Elementary School,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,466,74886,OAK CHAN ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,8,7,6,8,3,2,2,1,,,,,,8,,
112260,Bannon Creek Elementary School,Public Schools,CA,"SACRAMENTO, CA",1940,Natomas Unified School District,486,53642,BANNON CREEK ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,5,0,1,1,0,0,U,3,4,,8,,-2,-2,-2,-2,,,,,,,
39286,Hazel Mahone College Prep,County Operated Schools,CA,"SACRAMENTO, CA",3179,Sacramento County Office Of Ed,321,,,,,,,,,,,,,,,,0,PK,4,1,1,1,0,0,U,5,4,,8,,,,,,,,,,,,
88912,Woodridge Elementary School,Public Schools,CA,"SACRAMENTO, CA",3177,Twin Rivers Unified School District,548,27082,WOODRIDGE ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,4,1,1,1,0,0,S,2,3,7,8,6,-2,-1,,,,,,,7,,
30961,Alan Rowe College Prep,County Operated Schools,CA,"SACRAMENTO, CA",3179,Sacramento County Office Of Ed,250,,,,,,,,,,,,,,,,0,K,4,0,1,1,0,0,S,5,4,,8,,,,,,,,,,,,
88731,Dry Creek Elementary School,Public Schools,CA,"SACRAMENTO, CA",3177,Twin Rivers Unified School District,439,27081,DRY CREEK ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,4,0,1,1,0,0,S,4,3,7,8,6,1,1,,,,,,,7,,
64617,Merryhill Country School V,Private Schools,CA,"SACRAMENTO, CA",,,166,153719,MERRYHILL COUNTRY SCHOOL V,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,3,1,1,1,0,0,U,5,,,8,,,,,,,,,,,,
73859,General Davie Jr Primary Center,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,100,,,,,,,,,,,,,,,,0,PK,3,1,1,1,0,0,U,5,5,8,8,4,,,,,,,,,8,,
88681,Edward Kemble Elementary School,Public Schools,CA,"SACRAMENTO, CA",34630,Sacramento City Usd-Area 4,547,70352,EDWARD KEMBLE ELEM SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,3,0,1,1,0,0,U,1,2,,8,,-1,,,,,,,,,,
64135,Carousel School,Private Schools,CA,"SACRAMENTO, CA",,,75,152275,CAROUSEL SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,2,1,1,0,0,0,U,4,,,8,,,,,,,,,,,,
86874,Noralto Elementary School,Public Schools,CA,"SACRAMENTO, CA",3177,Twin Rivers Unified School District,478,27080,NORALTO ELEMENTARY SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,2,1,1,0,0,0,U,1,3,7,8,6,,,,,,,,,7,,
30258,Community Outreach Acad-Pavillion,Public Schools,CA,"SACRAMENTO, CA",3177,Twin Rivers Unified School District,200,,,,,,,,,,,,,,,,0,2,2,0,1,0,0,0,S,3,3,7,8,6,,,,,,,,,7,,
112895,Community Outreach Acad-Skvarla,Public Schools,CA,"SACRAMENTO, CA",3177,Twin Rivers Unified School District,406,124953,CMTY OUTREACH ACAD-SKUARLA,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,K,1,0,1,0,0,0,S,2,3,7,8,6,,,,,,,,,7,,
86865,Morey Avenue School,Public Schools,CA,"SACRAMENTO, CA",3177,Twin Rivers Unified School District,88,,,,,,,,,,,,,,,,0,PK,K,1,1,0,0,0,U,2,3,7,8,6,,,,,,,,,7,,
64136,Liberty Towers Christian School,Private Schools,CA,"SACRAMENTO, CA",,,30,136049,LIBERTY TOWERS CHRN SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,PK,1,0,0,0,0,S,3,,,8,,,,,,,,,,,,
73651,Robla Pre-School,Public Schools,CA,"SACRAMENTO, CA",3176,Robla Elementary School District,312,96788,ROBLA PRE-SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,PK,PK,1,0,0,0,0,U,4,3,,8,,,,,,,,,,,,
3179,Sacramento County Office Of Ed,County Centers,CA,"SACRAMENTO, CA",,,,3532,SACRAMENTO CO OFFICE OF ED,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,S,,,,8,,,,,,,,,,,,
12472,Uhs Schools,Private Schools,CA,"SACRAMENTO, CA",,,240,137642,UHS SCHOOLS,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,U,5,,,8,,,,,,,,,,,,
19817,California Dept Of Education,State Departments,CA,"SACRAMENTO, CA",,,,8036,CALIFORNIA DEPT OF EDUCATION,,,,9/29/17 14:43,FALSE,316879,7/16/18 0:00,EXCEL ACADEMY,Expired,FALSE,Intro Package,1,FALSE,0,,,,,,,,,,,,8,8,,,,,,,,,,,
24238,Sunrise Tech Center,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,500,127149,SUNRISE TECH CENTER,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,S,4,5,8,8,4,,,,,,,,,8,,
24536,Land Park Academy,Private Schools,CA,"SACRAMENTO, CA",,,95,,,,,,,,,,,,,,,,0,,,,,,,,U,4,,,8,,,,,,,,,,,,
30071,Gateway Community Charters,Charter Management Organizations (CMO),CA,"SACRAMENTO, CA",,,3143,,,,,,,,,,,,,,,,0,,,,,,,,S,,,,8,,,,,,,,,,,,
30072,California Montessori Projects,Charter Management Organizations (CMO),CA,"SACRAMENTO, CA",,,3046,,,,,,,,,,,,,,,,0,,,,,,,,S,,,,8,,,,,,,,,,,,
30722,St Hope Public Schools,Charter Management Organizations (CMO),CA,"SACRAMENTO, CA",,,1605,,,,,,,,,,,,,,,,0,,,,,,,,U,,,,8,,,,,,,,,,,,
32607,John Morse Therapeutic Center,Public Schools,CA,"SACRAMENTO, CA",34630,Sacramento City Usd-Area 4,56,,,,,,,,,,,,,,,,0,,,,,,,,U,2,2,,8,,,,,,,,,,,,
45800,Orange Grove Adult School,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,200,68360,ORANGE GROVE ADULT SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,S,2,5,8,8,4,,,,,,,,,8,,
48433,Elk Grove Adult And Community Ed,Public Schools,CA,"SACRAMENTO, CA",2004,Elk Grove Unif School District,4200,49236,ELK GROVE ADULT & CMTY ED,,,,11/11/12 18:10,FALSE,390,12/31/19 0:00,Elk Grove Unified School District,Enrolled,FALSE,Intro Package,20,FALSE,0,,,,,,,,S,4,5,5,8,4,,,,,,,,,7,,
50627,Aldar Academy,Private Schools,CA,"SACRAMENTO, CA",,,80,134091,ALDAR ACADEMY,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,U,2,,,8,,,,,,,,,,,,
51094,Sierra School,Private Schools,CA,"SACRAMENTO, CA",,,60,134093,SIERRA SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,U,7,,,8,,,,,,,,,,,,
54014,A Warren Mcclaskey Adult Center,Public Schools,CA,"SACRAMENTO, CA",1942,Sacramento City Unif School District,500,118594,A WARREN MCCLASKEY ADULT CTR,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,U,6,3,,8,,,,,,,,,,,,
55154,La Vista Center,Public Schools,CA,"SACRAMENTO, CA",1941,San Juan Unified School District,100,55937,LA VISTA CENTER,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,S,6,5,8,8,4,,,,,,,,,8,,
63663,Laureate Learning Center,Private Schools,CA,"SACRAMENTO, CA",,,48,138065,LAUREATE LEARNING CENTER,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,S,5,,,8,,,,,,,,,,,,
69373,Odyssey Learning Center,Private Schools,CA,"SACRAMENTO, CA",,,72,144709,ODYSSEY LEARNING CENTER,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,S,2,,,8,,,,,,,,,,,,
70666,Cchat Center,Private Schools,CA,"SACRAMENTO, CA",,,50,138252,CCHAT CENTER,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,U,4,,,8,,,,,,,,,,,,
75253,Northern Calif Prep School,Private Schools,CA,"SACRAMENTO, CA",,,70,148603,NORTHERN CALIF PREP SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,U,2,,,8,,,,,,,,,,,,
81039,Folsom-Cordova Adult Education,Public Schools,CA,"SACRAMENTO, CA",3175,Folsom-Cordova Unif School District,1400,52820,FOLSOM-CORDOVA ADULT EDUCATION,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,U,8,7,6,8,3,,,,,,,,,8,,
86877,Vineland School,Public Schools,CA,"SACRAMENTO, CA",3177,Twin Rivers Unified School District,65,20643,VINELAND SCHOOL,,,,,FALSE,1,,Community Only,Enrolled,FALSE,Community Only,,FALSE,0,,,,,,,,S,6,3,7,8,6,,,,,,,,,7,,
88342,Jessie Baker School,Public Schools,CA,"SACRAMENTO, CA",2004,Elk Grove Unif School District,166,20626,JESSIE BAKER SCHOOL,,,,11/11/12 18:10,FALSE,390,12/31/19 0:00,Elk Grove Unified School District,Enrolled,FALSE,Intro Package,20,FALSE,0,,,,,,,,S,6,5,5,8,4,,,,,,,,,7,,
