School,Disabilities,File Name,Gen Ed,Resource Specialist,Socioeconomically Disadvantaged
Bradley Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/27659796026017_tables.txt,Unknown,Unknown,['44.6']
Kelly Elementary,50.00,/Users/georgiachanning/LA/SARC_tables/37735516099352_tables.txt,84.68,Unknown,[]
School Year rSchool NameRobert J Fite Elementary rStreet9561 Fite School Rd rCity,006.38,/Users/georgiachanning/LA/SARC_tables/FiteLong_tables.txt,006.38,"['1.6', '7.14', '1.80', '26.26', '0.84']",['63.10']
Armstrong Elementary,24.14,/Users/georgiachanning/LA/SARC_tables/19649076068787_tables.txt,67.07,['1.0'],['72.7']
School Year NameHerman Leimbach Elementary rStreet8101 Grandstaff Dr rCity,3327.27,/Users/georgiachanning/LA/SARC_tables/LeimbachLong_tables.txt,3327.27,"['.5', '3.5', '9.19', '4.67', '28.28', '7.30']",['90.00']
Susan B Anthony Elementary School,96.30,/Users/georgiachanning/LA/SARC_tables/41689166115364_tables.txt,43.40,Unknown,['61.1']
Rio Seco Elementary,23.97,/Users/georgiachanning/LA/SARC_tables/37683616085153_tables.txt,68.59,['2.0'],['36.4']
Cummings Valley Elementary School,10.53,/Users/georgiachanning/LA/SARC_tables/15638266108898_tables.txt,45.56,"['1.0', '.1']",['36.0']
Cottage Elementary School,10.00,/Users/georgiachanning/LA/SARC_tables/34674476034441_tables.txt,28.00,"['.5', '.1']",['80.2']
rWashington Union Elementary,40.91,/Users/georgiachanning/LA/SARC_tables/27662336026702_tables.txt,75.72,['1.1'],['9.1']
McSweeny Elementary,10.17,/Users/georgiachanning/LA/SARC_tables/33670820101121_tables.txt,626.0,['2.0'],['92.0']
/Users/georgiachanning/LA/SARC_tables/36677026119630_tables.txt,29.31,/Users/georgiachanning/LA/SARC_tables/36677026119630_tables.txt,66.17,['4.2'],['56.7']
Ardenwood Elementary School,44.19,/Users/georgiachanning/LA/SARC_tables/01611766104723_tables.txt,849.3,['5.5'],[]
Bobier Elementary,5.13,/Users/georgiachanning/LA/SARC_tables/37684526040596_tables.txt,32.44,Unknown,['95.8']
Peter Burnett Elementary School,46.55,/Users/georgiachanning/LA/SARC_tables/19768696023816_tables.txt,71.15,Unknown,['38.5']
Hawthorne Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/33672156032619_tables.txt,49.73,['1.5'],['77.4']
McNear Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/49708546051973_tables.txt,51.80,['1.0'],['25.0']
Robert Down Elementary School,48.00,/Users/georgiachanning/LA/SARC_tables/27661346026496_tables.txt,78.97,['2.5'],['16.5']
R L Stevenson Elementary School,44.19,/Users/georgiachanning/LA/SARC_tables/19643376012017_tables.txt,76.17,['2.0'],['21.8']
Glenwood Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/39685776041966_tables.txt,35.77,"['1.8', '.1']",['80.4']
Lake Canyon Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/34673480107946_tables.txt,56.23,['.1'],['51.1']
Juniper Ridge Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/18641626010789_tables.txt,Unknown,['.1'],['100.0']
North Shore Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/36676376067052_tables.txt,54.04,"['2.0', '.1']",['67.9']
Pulliam Elementary,2.00,/Users/georgiachanning/LA/SARC_tables/39686766042741_tables.txt,19.73,Unknown,['80.6']
Freedom Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/54753250106021_tables.txt,22.16,"['0.0', '.1']",['95.5']
Crowley Elementary School,7.69,/Users/georgiachanning/LA/SARC_tables/54722566054548_tables.txt,42.17,['1.0'],['88.9']
Victor Elementary,39.0,/Users/georgiachanning/LA/SARC_tables/19650606023287_tables.txt,68.84,Unknown,['30.00']
La Rosa Elementary,36.36,/Users/georgiachanning/LA/SARC_tables/19650526022941_tables.txt,68.42,['1.0'],['40.2']
Good Hope Elementary,98.31,/Users/georgiachanning/LA/SARC_tables/33671996032502_tables.txt,27.47,['1.0'],['96.1']
/Users/georgiachanning/LA/SARC_tables/34674476034581_tables.txt,40.00,/Users/georgiachanning/LA/SARC_tables/34674476034581_tables.txt,68.91,['.1'],['21.5']
Don Pedro Elementary,91.67,/Users/georgiachanning/LA/SARC_tables/50710436052443_tables.txt,20.63,['1.0'],['94.5']
Ione Olson Elementary,0.00,/Users/georgiachanning/LA/SARC_tables/27660926026249_tables.txt,35.76,['2.0'],['63.3']
Hearst Elementary,48.48,/Users/georgiachanning/LA/SARC_tables/01751016117600_tables.txt,77.44,['4.5'],['8.1']
Branch Elementary School,37.50,/Users/georgiachanning/LA/SARC_tables/40687596043012_tables.txt,65.64,['1.0'],[]
Houston Elementary School,81.82,/Users/georgiachanning/LA/SARC_tables/54722566054621_tables.txt,20.55,['1.0'],['95.7']
Traver Elementary School,16.67,/Users/georgiachanning/LA/SARC_tables/54722236054449_tables.txt,38.97,Unknown,['91.4']
/Users/georgiachanning/LA/SARC_tables/37683616068159_tables.txt,15.50,/Users/georgiachanning/LA/SARC_tables/37683616068159_tables.txt,60.64,['.1'],['28.5']
Penryn Elementary,25.00,/Users/georgiachanning/LA/SARC_tables/31668456031173_tables.txt,74.27,Unknown,['20.6']
K L Carver Elementary School,59.26,/Users/georgiachanning/LA/SARC_tables/19649646022495_tables.txt,92.13,Unknown,['7.3']
Salt Creek Elementary School,52.08,/Users/georgiachanning/LA/SARC_tables/37680230105965_tables.txt,424.0,['1.0'],['15.0']
Charleston Elementary School,82.61,/Users/georgiachanning/LA/SARC_tables/24657556025530_tables.txt,53.54,['1.0'],['56.3']
Juan Lagunas Soria Elementary School,6.90,/Users/georgiachanning/LA/SARC_tables/56725380119412_tables.txt,48.25,Unknown,['53.4']
Vista Middle School Unnamed,6.87,/Users/georgiachanning/LA/SARC_tables/19643116011746_tables.txt,6.87,Unknown,"['50449498.02', '1.98', '74.90', '50449698.41', '1.59', '66.53', '22321998.21', '1.79', '68.49', '22321998.21', '1.79', '68.04', '28127597.86', '2.14', '80.00', '28127798.58', '1.42', '65.34', '615793.44', '6.56', '80.70', '616098.36', '1.64', '78.33', '3434100.00', '0.00', '70.59', '3434100.00', '0.00', '55.88', '36335898.62', '1.38', '75.14', '36335798.35', '1.65', '66.11', '3131100.00', '0.00', '77.42', '3131100.00', '0.00', '77.42', '10810597.22', '2.78', '80.95', '10810496.30', '3.70', '69.23', '797493.67', '6.33', '55.41', '797898.73', '1.27', '55.13', '807998.75', '1.25', '48.10', '807998.75', '1.25', '34.18', '15.5', '21.4', '46.4', '28.0', '26.8', '24.4', '6.87']"
St Helena Elementary School,48.15,/Users/georgiachanning/LA/SARC_tables/28662906027049_tables.txt,57.76,['.1'],['45.6']
Montara Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/36676116035380_tables.txt,Unknown,Unknown,['75.40']
District Name Oroville Elementary School District,16.67,/Users/georgiachanning/LA/SARC_tables/04615076003271_tables.txt,38.14,['.1'],['73.9']
Red Hill Elementary School,32.00,/Users/georgiachanning/LA/SARC_tables/30736436030662_tables.txt,62.91,['1.0'],['14.4']
Emma C Smith Elementary School,93.44,/Users/georgiachanning/LA/SARC_tables/01612006001259_tables.txt,75.34,"['1.0', '.1']",['7.6']
/Users/georgiachanning/LA/SARC_tables/39685936042378_tables.txt,95.31,/Users/georgiachanning/LA/SARC_tables/39685936042378_tables.txt,62.84,Unknown,['50.8']
/Users/georgiachanning/LA/SARC_tables/19648570125377_tables.txt,95.83,/Users/georgiachanning/LA/SARC_tables/19648570125377_tables.txt,44.86,"['1.0', '.1']",['82.9']
Grunsky Elementary,6.25,/Users/georgiachanning/LA/SARC_tables/39686766042600_tables.txt,20.88,Unknown,['89.2']
Parkmead Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/07618126005193_tables.txt,73.58,['.1'],['8.4']
Harbour Way Elementary Community Day,Unknown,/Users/georgiachanning/LA/SARC_tables/07617966114086_tables.txt,Unknown,Unknown,['100.0']
/Users/georgiachanning/LA/SARC_tables/56726036055800_tables.txt,13.04,/Users/georgiachanning/LA/SARC_tables/56726036055800_tables.txt,42.65,Unknown,"['100.00', '0.00', '40.59', '100.00', '0.00', '28.71']"
Sequoia Elementary,20.45,/Users/georgiachanning/LA/SARC_tables/34674396034250_tables.txt,045.0,['1.6'],['68.1']
Thomas Olaeta Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/24656316025373_tables.txt,55.36,['.1'],['67.6']
Mount Shasta Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/47704256050884_tables.txt,Unknown,['2.0'],['53.2']
Rosedale Elementary,37.04,/Users/georgiachanning/LA/SARC_tables/04614246003081_tables.txt,50.39,Unknown,['50.4']
Bay View Elementary,11.11,/Users/georgiachanning/LA/SARC_tables/44698156049860_tables.txt,41.94,['.3'],['48.4']
Bollinger Canyon Elementary School,60.00,/Users/georgiachanning/LA/SARC_tables/07618046100952_tables.txt,82.87,Unknown,['8.1']
Bayview Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/07617966004600_tables.txt,9.89,['1.0'],['92.4']
Wayne Van Horn Elementary School,97.22,/Users/georgiachanning/LA/SARC_tables/15633626066674_tables.txt,40.58,['4.0'],['85.1']
Longden Elementary,25.30,/Users/georgiachanning/LA/SARC_tables/19650526022958_tables.txt,66.24,['1.0'],['38.4']
Jackson Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/33672156032650_tables.txt,38.86,['.1'],['92.6']
Sunnydale Elementary,8.97,/Users/georgiachanning/LA/SARC_tables/19646676014765_tables.txt,36.08,['1.5'],['93.5']
/Users/georgiachanning/LA/SARC_tables/24657716112288_tables.txt,Unknown,/Users/georgiachanning/LA/SARC_tables/24657716112288_tables.txt,Unknown,['.1'],['57.1']
Neil A Armstrong Elementary School,67.44,/Users/georgiachanning/LA/SARC_tables/07618046066591_tables.txt,78.69,Unknown,['5.3']
Euclid Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/36678196036255_tables.txt,39.78,['.1'],['89.5']
/Users/georgiachanning/LA/SARC_tables/37681146096515_tables.txt,40.00,/Users/georgiachanning/LA/SARC_tables/37681146096515_tables.txt,323.9,Unknown,['48.6']
Biggs Elementary,5.26,/Users/georgiachanning/LA/SARC_tables/04614086002943_tables.txt,30.18,['1.0'],['68.7']
/Users/georgiachanning/LA/SARC_tables/31668866111694_tables.txt,Unknown,/Users/georgiachanning/LA/SARC_tables/31668866111694_tables.txt,Unknown,['1.5'],['33.3']
Brookvale Elementary School,26.92,/Users/georgiachanning/LA/SARC_tables/01611766089320_tables.txt,735.1,['4.9'],[]
University Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/49738820128330_tables.txt,Unknown,['3.5'],['46.7']
District Name Susanville Elementary School District,13.16,/Users/georgiachanning/LA/SARC_tables/18641966010813_tables.txt,30.72,['1.0'],['53.4']
Roch Courreges Elementary School,96.88,/Users/georgiachanning/LA/SARC_tables/30664986094635_tables.txt,79.28,['.1'],['15.9']
Baldwin Stocker Elementary School,17.65,/Users/georgiachanning/LA/SARC_tables/19642616011134_tables.txt,83.76,['3.6'],['23.2']
Temecula Elementary School,15.00,/Users/georgiachanning/LA/SARC_tables/33751926108427_tables.txt,52.35,['2.7'],['70.3']
Bonita Elementary,42.86,/Users/georgiachanning/LA/SARC_tables/50736016025712_tables.txt,318.4,['.5'],['52.3']
/Users/georgiachanning/LA/SARC_tables/24657716025613_tables.txt,Unknown,/Users/georgiachanning/LA/SARC_tables/24657716025613_tables.txt,Unknown,Unknown,['55.6']
Theodore Roosevelt Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/30664236027411_tables.txt,41.07,"['1.3', '.1']",['83.9']
Natoma Station Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/34673306112916_tables.txt,75.12,Unknown,['12.8']
Skyline Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/41690706045132_tables.txt,Unknown,['.8'],['33.1']
Gertrudes Elementary School,22.58,/Users/georgiachanning/LA/SARC_tables/19647586020101_tables.txt,44.56,['1.0'],['79.6']
Thomas Edison Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/41689166043871_tables.txt,Unknown,Unknown,['48.1']
Sam Vaughn Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/50710436112338_tables.txt,40.38,"['1.0', '.1']",['77.7']
Village View Elementary School,90.48,/Users/georgiachanning/LA/SARC_tables/30666136029722_tables.txt,67.03,['1.0'],['31.0']
/Users/georgiachanning/LA/SARC_tables/36678760109496_tables.txt,100.00,/Users/georgiachanning/LA/SARC_tables/36678760109496_tables.txt,37.60,Unknown,['94.2']
Preston Elementary School,15.79,/Users/georgiachanning/LA/SARC_tables/36678506036685_tables.txt,45.1,['1.0'],['92.7']
Lakeside Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/16639666010508_tables.txt,Unknown,Unknown,Unknown
39 Elementary rWith Full Credential,35.48,/Users/georgiachanning/LA/SARC_tables/01612916002414_tables.txt,65.67,Unknown,[]
Valleydale Elementary School,10.00,/Users/georgiachanning/LA/SARC_tables/19642796011332_tables.txt,631.4,Unknown,['90.4']
Trajan Elementary School,93.55,/Users/georgiachanning/LA/SARC_tables/34674476103816_tables.txt,58.37,['.1'],['41.1']
Pacific Elementary,3.85,/Users/georgiachanning/LA/SARC_tables/34674396034193_tables.txt,16.71,['2.2'],['92.5']
Camino Pablo Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/07617476003909_tables.txt,79.90,['1.8'],['2.5']
Tom Hawkins Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/39685446117618_tables.txt,51.31,Unknown,['31.3']
Ponderosa Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/30664230121053_tables.txt,18.53,['8.6'],['93.3']
Sheppard Elementary School,6.90,/Users/georgiachanning/LA/SARC_tables/49709046052096_tables.txt,49.59,Unknown,['92.5']
Rock Creek Elementary School,43.64,/Users/georgiachanning/LA/SARC_tables/31750856119853_tables.txt,68.61,Unknown,['22.5']
/Users/georgiachanning/LA/SARC_tables/42691206045975_tables.txt,Unknown,/Users/georgiachanning/LA/SARC_tables/42691206045975_tables.txt,Unknown,Unknown,['88.70']
Lehigh Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/36678196036305_tables.txt,41.05,['.1'],['95.6']
Thomas Kelly Elementary School,17.39,/Users/georgiachanning/LA/SARC_tables/34674476034631_tables.txt,30.48,"['1.0', '.1']",['61.7']
Tompkins Elementary School,7.89,/Users/georgiachanning/LA/SARC_tables/15638266010201_tables.txt,40.37,['3.0'],['56.1']
22 Oak Valley Elementary School,33.33,/Users/georgiachanning/LA/SARC_tables/42691386045280_tables.txt,75.57,Unknown,['39.3']
District Name Bass Lake Joint Union Elementary School District,94.29,/Users/georgiachanning/LA/SARC_tables/20651856101521_tables.txt,39.89,['.1'],['59.4']
Serrano Elementary School,85.71,/Users/georgiachanning/LA/SARC_tables/30666216029938_tables.txt,65.94,"['1.0', '.1']",['30.3']
11 District Administration School,1.32,/Users/georgiachanning/LA/SARC_tables/19646676014716_tables.txt,26.79,['.5'],['94.8']
Whale Gulch Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/23752186111074_tables.txt,Unknown,['.1'],['52.8']
Montalvo Elementary School,15.00,/Users/georgiachanning/LA/SARC_tables/56726526056147_tables.txt,15.00,Unknown,"['24.3', '27.1', '12.9', '20220099.01', '0.99', '47.00', '20220099.01', '0.99', '46.00', '111111100.00', '0.00', '41.44', '111111100.00', '0.00', '49.55', '918997.80', '2.20', '53.93', '918997.80', '2.20', '41.57', '16015898.75', '1.25', '42.41', '16015898.75', '1.25', '41.14', '3333100.00', '0.00', '66.67', '3333100.00', '0.00', '66.67', '135135100.00', '0.00', '36.30', '135135100.00', '0.00', '36.30', '7878100.00', '0.00', '32.05', '7878100.00', '0.00', '25.64', '212095.24', '4.76', '10.00', '212095.24', '4.76', '15.00']"
Harding Elementary School,8.3,/Users/georgiachanning/LA/SARC_tables/13631236008437_tables.txt,33.9,Unknown,"['98.1', '1.9', '41.6', '99.2', '0.8', '30.0']"
Arroyo Elementary,12.50,/Users/georgiachanning/LA/SARC_tables/19649076021802_tables.txt,27.66,['1.0'],['95.5']
Dena Boer Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/50712666113823_tables.txt,44.03,['0.4'],['68.7']
Bahia Vista Elementary School,2.86,/Users/georgiachanning/LA/SARC_tables/21654586024756_tables.txt,19.49,['1.5'],['91.0']
Richfield Elementary,17.65,/Users/georgiachanning/LA/SARC_tables/52716546053672_tables.txt,46.51,['1.0'],['55.6']
Donald Graham Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/33751766111090_tables.txt,Unknown,['2.2'],['60.0']
McLeod Bethune Elementary School,14.29,/Users/georgiachanning/LA/SARC_tables/33752426109565_tables.txt,44.57,Unknown,"['98.02', '1.98', '43.32', '99.21', '0.79', '42.80']"
White Rock Elementary School,8.00,/Users/georgiachanning/LA/SARC_tables/34673306033278_tables.txt,30.83,Unknown,['92.5']
Kohn Elementary School,0.00,/Users/georgiachanning/LA/SARC_tables/54722316054472_tables.txt,915.1,['2.0'],['83.3']
Ranch Elementary School,4.26,/Users/georgiachanning/LA/SARC_tables/33671246108724_tables.txt,36.08,Unknown,['92.2']
San Antonio Elementary,0.00,/Users/georgiachanning/LA/SARC_tables/19649076112437_tables.txt,30.29,['.5'],['89.3']
Harborside Elementary,6.78,/Users/georgiachanning/LA/SARC_tables/37680236037873_tables.txt,41.55,['1.0'],['90.1']
Deerfield Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/30736506096184_tables.txt,78.07,"['1.0', '.1']",['17.8']
Ayers Elementary School,5.26,/Users/georgiachanning/LA/SARC_tables/07617546003958_tables.txt,56.34,['1.0'],['30.3']
Leo R Croce Elementary School,98.04,/Users/georgiachanning/LA/SARC_tables/01612006110332_tables.txt,51.10,['3.0'],['25.5']
Bancroft Elementary,0.00,/Users/georgiachanning/LA/SARC_tables/37681976038418_tables.txt,514.5,Unknown,['91.8']
Jamacha Elementary,96.15,/Users/georgiachanning/LA/SARC_tables/37679916110787_tables.txt,52.44,['.1'],['50.3']
Lake Center Middle School,5.71,/Users/georgiachanning/LA/SARC_tables/19647176015044_tables.txt,823.9,Unknown,['68.0']
Springbrook Elementary,94.29,/Users/georgiachanning/LA/SARC_tables/30736506107502_tables.txt,68.18,"['2.5', '.1']",['25.0']
Discovery Charter,31.11,/Users/georgiachanning/LA/SARC_tables/37680236111322_tables.txt,77.74,['3.1'],['33.4']
Montera Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/36678190100115_tables.txt,36.03,['.1'],['96.7']
Willow Glen Elementary School,11.63,/Users/georgiachanning/LA/SARC_tables/54722566054746_tables.txt,35.73,Unknown,['76.5']
Freshwater Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/12628286007884_tables.txt,64.53,"['1.0', '.1']",['39.3']
Etiwanda Colony Elementary School,44.59,/Users/georgiachanning/LA/SARC_tables/36677020102939_tables.txt,68.77,"['.5', '.1']",['25.0']
Colonial Acres Elementary School,11.76,/Users/georgiachanning/LA/SARC_tables/01613096002521_tables.txt,22.18,['1.0'],['80.1']
 rMountain View Elementary School,34.88,/Users/georgiachanning/LA/SARC_tables/19643946012181_tables.txt,57.24,['1.0'],['52.1']
Durham Elementary,31.43,/Users/georgiachanning/LA/SARC_tables/01611766000665_tables.txt,48.2,['6.0'],[]
William Brooks Elementary School,37.74,/Users/georgiachanning/LA/SARC_tables/09618386005474_tables.txt,71.92,Unknown,['7.8']
Peters Canyon Elementary School,87.50,/Users/georgiachanning/LA/SARC_tables/30736436114482_tables.txt,78.03,['.1'],['11.2']
Mildred Perkins Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/50712660133660_tables.txt,47.65,['0.32'],['76.5']
Coyote Ridge Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/31668036119887_tables.txt,Unknown,Unknown,['31.6']
Shearer Elementary School,16.13,/Users/georgiachanning/LA/SARC_tables/28662666026934_tables.txt,32.43,['1.0'],['89.6']
August Schilling Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/01612346001440_tables.txt,31.94,['.1'],['74.9']
Todd LileSuperintendent La Vina Elementary,4.55,/Users/georgiachanning/LA/SARC_tables/20652436024012_tables.txt,37.85,Unknown,[]
Blue Lake Union Elementary School District,17.24,/Users/georgiachanning/LA/SARC_tables/12627036007694_tables.txt,41.00,"['1.0', '.1']",['63.3']
Hoaglin Zenia Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/53738336053755_tables.txt,Unknown,Unknown,['66.7']
Gratton Elementary,Unknown,/Users/georgiachanning/LA/SARC_tables/50710846052534_tables.txt,Unknown,['.5'],['41.7']
Trinity Center Elementary School Trinity Cente,Unknown,/Users/georgiachanning/LA/SARC_tables/53717616053813_tables.txt,Unknown,['0.0'],"['92.9', '57.1', '7.1', '1.01', '01.0', '1.0']"
Junction Elementary School School Description,10.00,/Users/georgiachanning/LA/SARC_tables/45700456050397_tables.txt,60.23,['.3'],['33.8']
/Users/georgiachanning/LA/SARC_tables/41690216044788_tables.txt,Unknown,/Users/georgiachanning/LA/SARC_tables/41690216044788_tables.txt,Unknown,Unknown,['3.3']
Valley Oaks Elementary School,13.33,/Users/georgiachanning/LA/SARC_tables/34673486033310_tables.txt,36.94,['.1'],['87.8']
Southside Elementary,15.38,/Users/georgiachanning/LA/SARC_tables/35675536035133_tables.txt,68.53,Unknown,['24.9']
Carver Elementary School,13.33,/Users/georgiachanning/LA/SARC_tables/30666706110175_tables.txt,34.41,['1.0'],['90.4']
Ruskin Elementary School,96.30,/Users/georgiachanning/LA/SARC_tables/43693776067177_tables.txt,74.25,['.1'],['19.7']
Jamul Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/37681556038319_tables.txt,Unknown,Unknown,['54.0']
Los Perales Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/07617476003933_tables.txt,82.47,['1.0'],['1.9']
Kennedy Elementary School,16.67,/Users/georgiachanning/LA/SARC_tables/33669776116339_tables.txt,010.4,['1.5'],['84.7']
Del Rey Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/10624146007116_tables.txt,48.61,"['3.0', '.1']",['92.9']
Grand Oaks Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/34674476034573_tables.txt,27.81,"['1.0', '.1']",['72.6']
William Green Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/19646916014930_tables.txt,43.73,['2.0'],['86.8']
Naranca Elementary,100.00,/Users/georgiachanning/LA/SARC_tables/37679916037725_tables.txt,23.04,"['1.0', '.1']",['92.9']
John Gomes Elementary School,52.94,/Users/georgiachanning/LA/SARC_tables/01611766066468_tables.txt,262.8,['4.2'],['6.3']
School ViSion,0.00,/Users/georgiachanning/LA/SARC_tables/27660350136796_tables.txt,14.71,Unknown,"['99.39', '0.61', '22.22', '99.69', '0.31', '13.54']"
Clearwater Elementary,95.24,/Users/georgiachanning/LA/SARC_tables/33671990133579_tables.txt,41.67,['1.0'],['85.4']
Hills Elementary School,44.12,/Users/georgiachanning/LA/SARC_tables/07618046114326_tables.txt,81.92,Unknown,['5.5']
Arlington Heights Elementary School,17.65,/Users/georgiachanning/LA/SARC_tables/34674476034367_tables.txt,39.71,"['1.0', '.1']",['63.4']
Berlyn Elementary School,98.77,/Users/georgiachanning/LA/SARC_tables/36678196036131_tables.txt,30.32,['.1'],['91.3']
Cumberland Elementary School,92.86,/Users/georgiachanning/LA/SARC_tables/43696906049175_tables.txt,85.79,"['3.5', '.1']",['5.8']
Tulelake Basin Elementary School,100.00,/Users/georgiachanning/LA/SARC_tables/25735936025894_tables.txt,33.33,['.1'],['86.0']
Live Oak Elementary,12.90,/Users/georgiachanning/LA/SARC_tables/37681146109524_tables.txt,45.43,Unknown,['72.6']
21 Elementary School,5.26,/Users/georgiachanning/LA/SARC_tables/56726036055636_tables.txt,19.49,Unknown,"['97.92', '2.08', '38.30', '100.00', '0.00', '16.84']"
Howard Wood Elementary School,41.38,/Users/georgiachanning/LA/SARC_tables/19650606023303_tables.txt,56.22,Unknown,['36.80']
Marin Elementary School,97.14,/Users/georgiachanning/LA/SARC_tables/01611276095376_tables.txt,80.83,Unknown,['16.5']
Integrity Charter School,90.48,/Users/georgiachanning/LA/SARC_tables/37682210101360_tables.txt,45.07,Unknown,['90.1']
Riviera Elementary,39.0,/Users/georgiachanning/LA/SARC_tables/19650606023220_tables.txt,72.88,Unknown,['15.30']
Delta View Elementary School,7.14,/Users/georgiachanning/LA/SARC_tables/07617540106088_tables.txt,41.02,Unknown,['52.7']
Elementary Academy,29.73,/Users/georgiachanning/LA/SARC_tables/31669516117493_tables.txt,09.3,['1.0'],['72.9']
Springhill Elementary School,96.15,/Users/georgiachanning/LA/SARC_tables/07617136003792_tables.txt,79.64,['1.5'],['2.9']
North Park Elementary,21.74,/Users/georgiachanning/LA/SARC_tables/19649986116495_tables.txt,58.78,Unknown,['17.8']
Searles Elementary School,96.77,/Users/georgiachanning/LA/SARC_tables/01612426001622_tables.txt,41.03,['1.0'],['53.3']
Run Elementary School,37.50,/Users/georgiachanning/LA/SARC_tables/07618040109173_tables.txt,78.59,Unknown,['7.0']
/Users/georgiachanning/LA/SARC_tables/49707226051767_tables.txt,10.34,/Users/georgiachanning/LA/SARC_tables/49707226051767_tables.txt,54.10,"['1.0', '.1']",['78.9']
Park Elementary School,7.41,/Users/georgiachanning/LA/SARC_tables/30664566027494_tables.txt,32.51,['1.5'],['88.0']
/Users/georgiachanning/LA/SARC_tables/30666700108373_tables.txt,9.68,/Users/georgiachanning/LA/SARC_tables/30666700108373_tables.txt,26.49,Unknown,['91.5']
Lake Mathews Elementary,27.12,/Users/georgiachanning/LA/SARC_tables/33672150100545_tables.txt,65.36,['.1'],['28.9']
Cobblestone Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/2018_School_Accountability_Report_Card_Cobblestone_Elementary_School_20190201_tables.txt,Unknown,['0.40'],['36.2']
McCord Elementary,7.14,/Users/georgiachanning/LA/SARC_tables/10622656006795_tables.txt,41.36,['4.0'],['96.2']
Owens Valley Elementary School,Unknown,/Users/georgiachanning/LA/SARC_tables/14632976008791_tables.txt,Unknown,Unknown,['63.2']
Santa Ana Unified School District Elementary,11.36,/Users/georgiachanning/LA/SARC_tables/30666706030332_tables.txt,35.42,['1.0'],['89.9']
Felix J Appleby Elementary School,93.15,/Users/georgiachanning/LA/SARC_tables/33671816032460_tables.txt,44.11,Unknown,['81.3']
/Users/georgiachanning/LA/SARC_tables/36677020102947_tables.txt,31.58,/Users/georgiachanning/LA/SARC_tables/36677020102947_tables.txt,79.72,['1.9'],['28.1']
Parkview Elementary School,96.15,/Users/georgiachanning/LA/SARC_tables/04614246003073_tables.txt,64.45,['.1'],['42.8']
Charles Hoffman Elementary,11.76,/Users/georgiachanning/LA/SARC_tables/36678686036735_tables.txt,42.03,Unknown,['60.40']
Serrano Elementary,5.00,/Users/georgiachanning/LA/SARC_tables/33671246106041_tables.txt,26.82,Unknown,['89.6']
Arthur S Dudley Elementary School,98.61,/Users/georgiachanning/LA/SARC_tables/34739736032908_tables.txt,39.73,['2.0'],['71.6']
Macy Elementary,15.91,/Users/georgiachanning/LA/SARC_tables/19647666020176_tables.txt,442.1,Unknown,['28.5']
/Users/georgiachanning/LA/SARC_tables/48705406109128_tables.txt,5.36,/Users/georgiachanning/LA/SARC_tables/48705406109128_tables.txt,38.05,['4.0'],['59.4']
Edmondson Elementary,12.77,/Users/georgiachanning/LA/SARC_tables/19648406020952_tables.txt,310.8,['1.0'],['95.0']
